24942009	myf5-cre	59
24942009	pax3-cre	39
24942009	myod1-cre	13
24942009	adiponectin-cre	1
19583951	ad-cre	7
19583951	ap2-cre	8
19583951	mscvpuro-cre	1
19583951	mscvhygro-cre	1
19583951	ad5cmv-cre	1
28385723	fabp4-cre	25
28385723	adipoq-cre	18
30380411	alb-cre	5
26322018	adiponectin-cre	1
26322018	myf5-cre	1
28422089	fabp4-cre	1
29891508	lysm-cre	1
25749863	ap2-cre	2
18406327	eiia-cre	1
18406327	ad-cre	31
18406327	ad5-cmv-cre	1
31579887	d2r-cre	7
31579887	vglut2-ires-cre	5
31579887	ires-cre	7
31579887	drd2-cre	7
31579887	vglut2-cre	3
31579887	vgat-cre	6
31579887	d2-cre	1
30005879	adiponectin-cre	2
30005879	ucp1-cre	18
30005879	iucp1-cre	5
28335584	adipoq-cre	12
28335584	ap2-cre	2
28335584	adiponectin-cre	1
28335584	retn-cre	1
28335584	4-cre	1
27264172	myf5-cre	3
27264172	ucp1-cre	4
27264172	promoter-cre	1
27264172	adipoq-cre	1
27264172	adiponectin-cre	2
27264172	aq-cre	1
26910308	ucp-1-cre	3
26977393	cmv-cre	3
31323252	akr1b7-cre	1
31323252	cyp11b2-cre	1
31323252	adiponectin-cre	2
31323252	actin-cre	1
31323252	myf5-cre	1
29499132	adipoq-cre	1
31578192	nkx2.1-cre	3
24719789	tre-cre	1
26683794	fabp4-cre	5
26683794	lysm-cre	3
26683794	ad-cre	6
26683794	adeno-cre	1
31914628	ucp1-cre	8
31573548	cadherin-cre	1
31573548	osx-cre	1
31573548	prx1-cre	1
29208699	albumin-cre	1
29208699	alb-cre	1
23485971	myod-cre	1
23485971	fabp4-cre	2
23485971	myf5-cre	6
29305395	f;rosa26-cre	10
29305395	rosa26-cre	3
29305395	f;tie2-cre	11
29305395	f;cdh5-cre	29
29305395	cdh5-cre	4
29305395	f;adipoq-cre	3
29305395	f;lysm-cre	5
29305395	adipoq-cre	2
29305395	lysm-cre	2
29305395	tie2-cre	3
21365256	sox10-cre	1
30270132	driven-cre	1
30270132	adiponectin-cre	1
17556545	geo-ad-cre	1
17556545	ad-cre	17
31197160	adiponectin-cre	2
24969110	fabp4-cre	5
30462209	adipoq-cre	3
30462209	fabp4-cre	1
30462209	4-cre	1
30462209	ap2-cre	1
28089567	zp3-cre	2
28089567	adiponectin-cre	1
28089567	pellucida-cre	1
29032027	ap2-cre	1
29032027	adiponectin-cre	1
29032027	adipoq-cre	9
29032027	rip2)-cre	1
29032027	rip2-cre	1
31767180	ap2-cre	1
31767180	rec2-cre	65
24043756	4-cre	1
25625589	myf5-cre	3
27498420	rip)-cre	1
27498420	rip-cre	2
19491401	pgc-1-cre	16
19491401	pgc1-cre	1
24049737	adiponectin-cre	4
24049737	driven-cre	1
29035364	th-cre	12
29035364	lyzm-cre	2
29035364	lysm-cre	3
31390528	ap2-cre	1
31390528	fabp4-cre	1
26654352	camk2a-cre	2
27760309	ucp1-cre	4
27760309	lsd1ucp1-cre	1
26316427	aav-cre	1
28128208	lysm-cre	4
28743802	myogenin-cre	3
28743802	adiponectin-cre	2
27777311	myf5-cre	13
27777311	ad-cre	3
27777311	mscvhygro-cre	1
27777311	mscvpuro-cre	1
25190816	fabp4-cre	7
30209975	ucp1-cre	1
28346409	lyz2-cre	123
28346409	lysm-cre	1
30765523	aav-cre	6
30765523	nestin-cre	1
26413466	ap2-cre	1
24439384	zp3-cre	1
24439384	adiponectin-cre	4
30862682	adn-cre	15
30862682	adiponectin-cre	2
31845114	rip-cre	2
17948131	ap2-cre	4
32035087	camp-cre	1
27641099	er-cre	1
31968253	cmv-cre	1
29979672	fab-cre	135
29979672	ucp1-cre	11
26175716	fabp4-cre	4
26175716	adipoq-cre	3
31415180	rosa-cre	1
28915325	rip-cre	1
19041761	tre-cre	1
31092580	tie2-cre	2
24480338	ap2-cre	8
24480338	retn-cre	5
24480338	adipoq-cre	2
24480338	ucp1-cre	1
24480338	nestin-cre	1
24480338	4-cre	1
22855570	sm22-cre	4
12480537	cmv-cre	1
31420304	ucp-1-cre	1
31420304	adiponectin-cre	2
31420304	a-cre	4
31420304	u-cre	4
28687706	dmp1-cre	13
28687706	col3.6-cre	1
30022354	sm22-cre	2
29066461	rip-cre	2
30606913	adiponectin-cre	2
30606913	myf-5-cre	1
30606913	ucp1-cre	1
16082385	adcmv-cre	1
28988979	insulin2-cre	1
28988979	ap2-cre	1
29579167	actin-cre	1
29579167	adiponectin-cre	2
27777310	myf5-cre	28
27777310	ad-cre	6
27777310	mscvhygro-cre	1
27777310	mscvpuro-cre	1
29861389	rosa26ert2-cre	2
29861389	adipoq-cre	3
29861389	ucp1-cre	2
29861389	b6-tg(ucp1-cre	2
29861389	rosaert2-cre	1
29449715	rip-cre	1
29146410	cart-cre	14
31355852	myf5-cre	3
31355852	pax3-cre	1
9658406	ucp-cre	42
9658406	pepck-cre	5
9658406	s-cre	4
9658406	mutucp-cre	5
9658406	protein-(mutucp-cre	1
31451658	ucp1-cre	3
28702330	sim1-cre	1
28988821	adiponectin-cre	3
28988821	b6.fvb(129)a1cftg(myh6-cre	1
30833219	myf5-cre	53
30833219	ucp1-cre	8
30833219	pdgfra-cre	1
30833219	adiponectin-cre	1
30833219	prx1-cre	1
30186237	ap2-cre	1
30186237	adiponectin-cre	1
29364369	adiponectin-cre	1
28827783	cmv-cre	3
31812908	myf5-cre	1
29757434	myf5-cre	2
29757434	adiponectin-cre	2
23781029	pax3-cre	1
24184811	albumin-cre	2
24184811	alb-cre	1
30042117	kiss1-cre	2
30511960	ap2-cre	1
30511960	adiponectin-cre	4
30511960	ucp1-cre	2
30511960	pbabe-cre	1
28915321	adiponectin-cre	1
28198109	wnt1-cre	3
31868295	ap2-cre	56
31868295	fabp4-cre	3
31868295	4-cre	1
29101170	lck-cre	7
29031716	adiponectin-cre	2
25848030	ap2-cre	27
25848030	4-cre	1
29040448	ucp1-cre	2
16271529	ad-cre	3
22474126	ap2-cre	1
31161155	adiponectin-cre	3
31161155	adipoq-cre	1
30305178	sm22a-cre	1
27689008	ap2-cre	2
27689008	adiponectin-cre	2
17956727	promoter-cre	1
29657031	ucp1-cre	2
29657031	adiponectin-cre	4
29657031	tre-cre	2
20620995	fabp4-cre	1
25005176	adiponectin-cre	2
25005176	ap2-cre	5
25005176	promoter-cre	1
20620997	pomc-cre	85
31775033	ucp1-cre	4
31775033	promoter-cre	1
26977396	ires-cre	2
28988822	ucp1-cre	7
28988822	adiponectin-cre	3
29761783	aav-cre	3
31751350	fab4-cre	1
31751350	pax7-cre	1
31751350	ucp1-cre	1
31751350	adpn-cre	1
31751350	myf-cre	1
22692545	promoter-cre	1
22692545	ap2-cre	2
30234364	adiponectin-cre	1
30234364	ap2-cre	9
30234364	raptoradiponectin-cre	1
30234364	ucp1-cre	1
30234364	flap2-cre	1
23688783	sm22-cre	1
23688783	myf5-cre	1
23688783	lysm-cre	1
20479251	mck-cre	3
31811543	ucp1-cre	2
31811543	adenovirus-cre	1
31811543	myf5-cre	1
31811543	adipoq-cre	1
31811543	fabp4-cre	1
29039412	ucp1-cre	2
29039412	ap2-cre	3
29039412	adipoq-cre	2
31339804	gfp-cre	1
31339804	adipoq-cre	1
31339804	nes-cre	4
31339804	emx1-cre	1
31339804	ddx4-cre	2
31339804	nestin-cre	1
24833795	sm22-cre	1
24833795	mox2-cre	1
30454595	rip-cre	1
29915037	adipoq-cre	1
31805721	ucp1-cre	7
31805721	adiponectin-cre	13
31805721	tre-cre	1
31805721	prx1-cre	1
27993927	agrp-cre	3
24005302	rip-cre	1
27284109	promoter-cre	1
27284109	adiponectin-cre	2
22414809	albumin-cre	2
23735217	4-cre	1
15273686	tace-cre	2
15273686	pray-cre	6
25757720	fabp4-cre	3
26121750	fabp4-cre	3
26121750	ckmm-cre	3
26121750	hsa-cre	6
31000437	ucp1-cre	3
31000437	gfp-cre	2
31944423	tg(prl-cre	1
31944423	loxp.tg(prl-cre	1
31944423	rip-cre	1
31251830	agrp-cre	1
23995282	tre-cre	6
31442424	myf5-cre	1
31442424	ucp1-cre	4
31442424	adiponectin-cre	3
31442424	tg(ubc-cre	1
30965049	wap-cre	1
23690091	cag-cre	1
25392270	pdgfra-cre	2
25392270	myf5-cre	2
30100246	ap2-cre	13
30100246	adiponectin-cre	2
26005433	myf5-cre	1
26005433	adiponectin-cre	2
26844205	8-tbg-cre	1
26844205	tbg-cre	2
26844205	aav-cre	9
26844205	sik1/,aav-cre	1
26844205	alb-cre	2
26844205	myf5-cre	1
26844205	adiponectin-cre	1
15070754	ap2-cre	14
29175050	ucp1-cre	1
29175050	ucp-1-cre	1
28539390	ucp1-cre	2
21799481	promoter-cre	1
25801508	prx1-cre	52
25801508	adiponectin-cre	2
25801508	myf5-cre	11
25801508	pax3-cre	7
25801508	no-cre	1
25801508	wt1-cre	2
25476453	ap2-cre	2
25476453	fl;ap2-cre	4
25476453	fabp4-cre	1
23874225	ap2-cre	3
31699980	myf5-cre	4
31699980	ap2-cre	3
31699980	adiponectin-cre	2
31699980	ad-cre	1
28532548	ires-cre	10
28532548	pcag-cre	1
28532548	rip-cre	1
30033199	fl-cre	7
30033199	b6.tg(ucp1-cre	2
24570653	rip-cre	1
26572826	fabp4-cre	6
26572826	lysm-cre	3
27209464	fabp4)-cre	1
27209464	ap2-cre	8
27209464	myf5-cre	2
27209464	lyz2)-cre	1
27209464	adipoq-cre	4
27209464	lysm-cre	1
29298809	adiponectin-cre	1
29298809	a-cre	41
29298809	snrka-cre	6
30318987	fabp4-cre	3
30318987	myf5-cre	1
30318987	adipoq-cre	6
30318987	adiponectin-cre	1
30318987	ucp1-cre	1
24622797	ap2-cre	1
24356587	ap2-cre	1
24356587	mmtv-cre	3
27554470	ap2-cre	1
31507080	kinase-cre	1
31507080	adipoq-cre	1
31507080	mck-cre	1
31507080	adiponectin-cre	1
20935661	febp4-cre	1
20935661	ap2-cre	1
27701146	adipoq-cre	3
26936964	adiponectin-cre	1
25016030	fabp4-cre	4
28539232	fabp4-cre	1
31903450	adiponectin-cre	1
31903450	ucp1-cre	1
31840569	fabp4-cre	2
29593657	aav)-cre	1
29593657	nls-cre	1
27558934	pomc-cre	6
31863824	pomc-cre	1
31863824	ires-cre	1
28801668	ckm-cre	1
25428857	rip-cre	12
25428857	sim1-cre	1
25753246	camkii)-cre	1
25753246	pgc-1-camkiia-cre	1
25753246	adiponectin-cre	1
25955206	epet1-cre	3
25955206	rip-cre	1
25955206	cns-cre	1
25955206	pet-1-cre	1
31221584	c57bl/6-tg(adipoq-cre	1
31221584	adiponectin-cre	5
16730693	wnt1-cre	1
24487027	hgfap-cre	1
25303527	agrp-cre	2
25303527	rip-cre	1
27411515	mck-cre	1
30904610	ad-cre	1
30904610	pad-cre	1
30516845	alb-cre	1
29467675	sm22-cre	1
28614293	ucp1-cre	48
28614293	adiponectin-cre	1
28614293	adipoq-cre	68
29773653	er)-cre	1
22037676	myf5-cre	8
22037676	ap2-cre	17
22037676	myod-cre	1
22037676	pax3-cre	7
22037676	4-cre	1
29523786	gfp-cre	16
29523786	adipoq-cre	4
27566776	adiponectin-cre	2
30349101	brs3-cre	28
30349101	ires-cre	1
30349101	brs-cre	2
30349101	mcherry-cre	1
31340540	agrp-cre	6
31257028	ires-cre	17
31257028	vgatires-cre	2
31257028	nls-cre	3
26876562	aav-8-cre	1
26876562	aav8-cre	1
26876562	adiponectin-cre	1
29852279	myf5-cre	1
28065828	adipoq-cre	1
28065828	adiponectin-cre	1
30135070	adiponectin-cre	1
30027460	ap2-cre	3
30027460	ucp1-cre	9
30027460	adipoq-cre	1
30027460	adiponectin-cre	6
30027460	tre-cre	1
30027460	protein4-cre	1
24915455	rip-cre	7
30677742	adiponectin-cre	2
23740968	myf5-cre	12
30978929	sma)-cre	1
30978929	sm22-cre	1
30978929	cadherin-cre	1
30978929	sox10-cre	1
30978929	wnt1-cre	1
30978929	meox1-cre	1
30978929	myf5-cre	1
30978929	hoxb6-cre	1
30978929	prx1)-cre	1
30978929	mx1)-cre	1
30978929	prx1-cre	2
30978929	mx1-cre	1
30978929	wt1-cre	1
30978929	osx-cre	1
12044870	ucp-1-cre	2
28772276	rip-cre	2
26959185	sf1-cre	50
29712668	agrp-cre	1
29712668	ires-cre	3
31924774	adipoq-cre	2
31924774	ucp1-cre	1
31924774	adiponectin-cre	2
30813227	flalb-cre	1
30813227	alb-cre	1
30813227	b6.alb-cre	1
15833818	ap2-cre	6
27913603	adiponectin-cre	2
27913603	adipoq-cre	1
26482876	rip-cre	2
27642069	ap2-cre	1
28045125	ucp1-cre	6
25817793	alb)-cre	1
25817793	alb-cre	1
29661693	adiponectin-cre	1
23542081	ap2-cre	7
23542081	lys-cre	1
23542081	lplflox//lys-cre	1
23028044	ap2-cre	9
23028044	fabp4-cre	1
23028044	4-cre	1
25197048	pdgfr-cre	1
25197048	tg(cag-cre	1
31559673	adiponectin-cre	1
31559673	myf5-cre	1
31559673	ucp1-cre	1
30104247	sf1-cre	43
26050669	myf5-cre	3
27094502	osx-cre	1
30579932	alb)-cre	1
23747579	myf5-cre	28
23747579	pax3-cre	7
23747579	vav1-cre	2
23747579	tta;tre-cre	1
23747579	pdgfr-cre	6
23747579	cadherin-cre	8
23747579	pdfgr-cre	1
23747579	tie2-cre	3
23747579	kinase-cre	1
23747579	sox10-cre	1
23747579	wnt1-cre	1
23747579	2-cre	1
23747579	oncogene-cre	1
23747579	box7)-cre	1
23747579	box3)-cre	1
31109648	adiponectin-cre	3
28065829	gad2-ires-cre	6
28065829	gad2ires-cre	1
28065829	gad65-ires-cre	1
28199304	ad-cre	1
29674659	cag-cre	1
18550869	sim1-cre	1
22253415	ucp-1-cre	1
29154926	ap2-cre	3
29154926	fabp4-cre	1
31270323	adipoq-cre	13
31270323	adipo-cre	2
23676213	pomc-cre	3
27743993	tre-cre	2
27743993	pdgfrb-cre	1
27743993	nestin-cre	2
27743993	cdh5-cre	1
27743993	myf5-cre	1
27743993	pax3-cre	1
27743993	pdgfra-cre	2
31514171	ires-cre	1
31514171	vgat-cre	2
31514171	slc32a1-ires-cre	1
31514171	non-cre	1
31027994	tg(cdh5-cre	1
31027994	cadherin-cre	1
28668388	rosa26-cre	1
25008181	adiponectin-cre	8
25008181	adipoq-cre	1
25008181	ad-cre	1
25008181	adv-cre	1
25008181	ap2-cre	3
25008181	4-cre	1
25578732	adiponectin-cre	1
28930673	adiponectin-cre	1
28344052	adiponectin-cre	1
31918922	ucp1-cre	4
31918922	albumin-cre	3
31918922	adiponectin-cre	4
31597640	adiponectin-cre	2
23630130	ap2-cre	92
23630130	phd2f/+/ap2-cre	2
19479052	zp3-cre	1
19479052	protamine-cre	1
26441839	rip-cre	1
23107262	ap2-cre	1
23107262	wap-cre	1
31540695	adiponectin-cre	4
31690633	adiponectin-cre	1
31690633	adipo-cre	1
24167256	ap2-cre	3
16202981	alb-cre	18
20038528	ap2-cre	3
28722653	tre-cre	5
28722653	wt1-cre	7
29698569	albumin-cre	2
29698569	aav-cre	12
25213336	fabp4)-cre	2
25213336	fabp4-cre	4
25213336	ad-cre	7
25213336	4-cre	1
31652943	adiponectin-cre	2
26755598	foxn1-cre	1
23990359	ap2-cre	1
30800100	prx1-cre	1
26889940	agrp-cre	11
25594176	pomc-cre	5
25594176	nes-cre	1
27227007	adiponectin-cre	1
17584738	pgc-1-cre	5
17584738	6-cre	2
28099842	adiponectin-cre	1
28099842	myf5-cre	1
11277995	phospho-cre	1
17360356	nls-cre	1
30274245	fabp4-cre	1
30081710	tat-cre	2
30215863	chaderin-cre	1
30215863	cadherin-cre	2
30215863	ap2-cre	1
30215863	wap-cre	2
31952989	ucp1-cre	2
31952989	aav7-ucp1-cre	1
29514879	wnt1)-cre	1
29514879	prx1-cre	5
29514879	myf5-cre	2
29514879	pax3-cre	1
29514879	cadherin)-cre	1
29514879	cadherin-cre	2
29514879	tie2-cre	1
29514879	pdgfr-cre	2
26698918	adv-cre	4
26698918	pomc-cre	1
31302039	k14)-cre	1
23395168	myf5-cre	4
31353262	ucp1-cre	2
31353262	adiponectin-cre	1
27039901	myf5-cre	1
27039901	sox10-cre	1
27039901	cdh5-cre	1
27039901	tie2-cre	1
27039901	prx1-cre	2
27039901	vav1-cre	1
27039901	nes-cre	2
28768176	ires-cre	7
28768176	raav-cre	2
28768176	cmv-cre	2
28768176	aav-cre	3
28768176	nestin-cre	1
31258484	fabp4-cre	1
31258484	adenoviral-cre	1
30962591	lysm-cre	131
24011077	sf1-cre	3
24011077	pomc-cre	7
24011077	ires-cre	4
24011077	specific-cre	1
27692461	myf5-cre	1
27692461	ucp1-cre	2
27692461	adiponectin-cre	2
29784793	myf5-cre	1
29784793	mck)-cre	1
30522931	ires-cre	1
30522931	pomc-cre	1
30275401	ap2-cre	116
30275401	1-cre	1
30275401	adiponectin-cre	2
30275401	fabp4-cre	1
30275401	2-cre	1
30275401	4-cre	1
29997282	albumin-cre	1
29763732	myh11)-cre	1
29763732	myf5-cre	1
29763732	ucp1-cre	1
30690068	adipoq-cre	2
18628400	mhc-cre	8
18628400	eiia-cre	1
31389140	h11-cnpase-cre	4
29934059	adiponectin-cre	3
19855132	ap2-cre	36
19855132	atg7-ap2-cre	1
28723567	ap2-cre	4
28723567	ad-cre	6
28723567	fabp4-cre	3
29954752	ucp-1-cre	1
27677764	mip-cre	6
27677764	rip-cre	1
31758074	ucp1-cre	28
31758074	adiponectin-cre	1
31758074	adipoq-cre	10
23274236	alb-cre	1
29589839	rosa26-cre	1
29715464	adiponectin-cre	4
29715464	ap2-cre	1
31176677	rip-cre	1
28244044	ucp1-cre	3
28244044	adiponectin-cre	5
28244044	adipoq-cre	2
26730934	rec2-cre	4
26730934	aav-cre	2
26730934	raav-cre	10
26669699	adiponectin-cre	2
26669699	hsa)-cre	1
29371665	myf5-cre	2
29371665	fabp4)-cre	1
22992738	tie2-cre	1
30898010	fabp4-cre	2
19194461	eiia-cre	1
20074523	ap2-cre	5
20074523	adeno-cre	3
20074523	ad-cre	1
20074523	ad5-cre	1
28683288	sf1-cre	33
28683288	aav-cre	1
25008183	albumin-cre	2
25008183	adiponectin-cre	3
25008183	fl;albumin-cre	1
25008183	fl;adiponectin-cre	1
30181511	fabp4-cre	4
23885019	4-cre	1
30065654	adiponectin-cre	2
23458626	rip-cre	1
18719582	myf5-cre	12
31154207	adiponectin-cre	1
31154207	adipoq-cre	1
31154207	adipo-cre	1
31042465	ucp1-cre	5
31042465	fl;ucp1-cre	1
31042465	fl];ucp1-cre	1
30296566	adiponectin-cre	3
30075123	prx1-cre	4
30075123	lepr-cre	1
29131158	adiponectin)-cre	1
30759876	lysm-cre	1
24904744	myf5-cre	1
25550462	osterix-cre	1
27900258	adiponectin-cre	1
27900258	ucp1-cre	1
26503783	ucp1-cre	1
24196706	myf5-cre	1
24196706	adiponectin-cre	3
26578523	rip-cre	5
